ITEM,VALUE,TYPE,CATEGORY,CREATED_AT
Mengunjungi Pantai,30000,2,0,2008-03-19 02:45:26
Es Blewah,8000,0,0,2021-01-23 04:11:47
Bubur Ayam,15000,0,0,2007-10-14 01:56:23
Tempe Mendoan,15000,0,0,2020-01-10 03:07:20
Bandeng Presto,25000,0,0,2023-07-15 09:15:13
Gado-Gado,15000,0,0,2003-01-03 17:07:02
Es Goyobod,10000,0,0,2017-06-02 01:41:04
Sambal Goreng,15000,0,0,2019-10-28 17:13:09
Kepiting Saus Padang,40000,0,0,2007-09-07 17:11:54
Jus Jeruk,8000,0,0,2012-08-07 16:41:20
Es Blewah,8000,0,0,2020-12-02 17:08:23
Teh Rosella,7000,0,0,2012-10-10 09:56:36
Opor Ayam,20000,0,0,2011-07-02 23:26:13
Kopi Hitam,10000,0,0,2008-05-03 15:18:08
Soto Betawi,25000,0,0,2000-12-27 22:45:04
Lontong Sayur,15000,0,0,2020-12-12 18:17:36
Beli Obat,100000,3,0,2014-04-05 18:33:33
Bakso,20000,0,0,2019-03-08 04:29:13
Es Jeruk Bali,10000,0,0,2022-11-03 03:32:06
Ayam Taliwang,30000,0,0,2005-11-19 22:57:19
Kopi Tubruk,10000,0,0,2010-05-24 15:58:47
Nasi Goreng,20000,0,0,2011-04-30 10:35:18
Es Kelapa,10000,0,0,2018-03-26 00:22:39
Nasi Brongkos,20000,0,0,2017-04-17 23:49:09
Kopi Gayo,15000,0,0,2011-12-28 07:49:15
Soda Susu,10000,0,0,2003-06-06 01:04:52
Bir Pletok,12000,0,0,2003-06-17 15:28:49
Jus Alpukat,15000,0,0,2014-04-09 04:18:14
Mendaki Gunung,75000,2,0,2008-05-27 02:47:23
MRT,15000,1,0,2014-01-23 10:44:13
Es Mangga,8000,0,0,2020-06-19 11:39:14
Jus Markisa,15000,0,0,2010-01-14 11:11:43
Susu Jahe,8000,0,0,2005-05-24 15:31:09
Soda Apel,10000,0,0,2011-04-07 14:52:46
Soda Lemon,10000,0,0,2005-08-08 19:24:34
Susu Sapi,8000,0,0,2008-05-15 10:37:05
Tempe Mendoan,15000,0,0,2023-12-18 21:56:58
Mengunjungi Konser Musik,200000,2,0,2005-10-21 14:12:35
Lontong Sayur,15000,0,0,2004-09-19 18:30:07
Nasi Timbel,20000,0,0,2010-01-06 21:39:17
Mie Kocok,20000,0,0,2009-11-01 01:05:50
Hangout,50000,2,0,2013-09-09 09:37:44
Jus Mangga,15000,0,0,2012-02-19 09:06:20
Es Susu Kedelai,6000,0,0,2022-09-20 16:03:49
Sop Iga,35000,0,0,2005-04-18 18:16:52
Soto Kudus,20000,0,0,2012-10-14 19:02:37
Teh Melati,7000,0,0,2005-03-25 17:07:38
Tumis Kangkung,15000,0,0,2007-09-30 08:30:42
Es Timun Suri,8000,0,0,2018-03-21 07:10:25
Beli Obat,100000,3,0,2016-03-05 16:24:47
Coto Makassar,25000,0,0,2023-07-17 18:17:53
Es Susu Vanilla,8000,0,0,2000-09-18 07:59:37
Gado-Gado,15000,0,0,2006-04-30 01:42:41
Taksi,50000,1,0,2003-12-30 13:16:24
Es Kelapa,10000,0,0,2005-04-15 06:28:05
Mengikuti Kelas atau Workshop,100000,2,0,2009-04-11 21:48:59
Jus Jeruk,8000,0,0,2019-09-06 17:41:27
Tongseng,30000,0,0,2012-02-14 19:35:01
Mengikuti Kelas atau Workshop,100000,2,0,2016-03-16 15:04:56
Bebek Betutu,35000,0,0,2017-11-12 22:40:59
Sop Buntut,40000,0,0,2009-12-27 02:39:02
Tahu Gejrot,10000,0,0,2006-01-22 07:40:00
Mie Aceh,20000,0,0,2009-11-07 19:45:51
Tumis Kangkung,15000,0,0,2017-12-18 13:48:35
Nasi Rawon,25000,0,0,2013-04-11 04:03:22
Teh Hitam,7000,0,0,2005-03-03 15:20:08
Kopi Hitam,10000,0,0,2023-04-24 21:58:13
Bajaj,20000,1,0,2023-09-22 11:15:35
Jus Pepaya,15000,0,0,2010-06-20 12:26:09
Becak,10000,1,0,2013-08-27 23:58:35
Nasi Brongkos,20000,0,0,2022-06-06 06:28:54
Lumpia Semarang,15000,0,0,2005-07-29 17:54:42
Asinan Betawi,15000,0,0,2003-05-03 07:02:28
Mengunjungi Kebun Binatang,50000,2,0,2015-08-13 21:06:29
Sop Kaki Kambing,35000,0,0,2023-08-09 01:00:38
Es Timun Suri,8000,0,0,2019-03-27 15:08:18
Menghadiri Festival Budaya,50000,2,0,2023-04-19 00:20:38
Es Campur,15000,0,0,2016-04-30 11:05:55
Kopi Tubruk,10000,0,0,2002-09-25 01:39:01
Sambal Matah,10000,0,0,2003-02-21 09:04:42
Kerak Telor,20000,0,0,2023-12-20 11:04:39
Nasi Rawon,25000,0,0,2009-01-29 05:25:21
Susu Kedelai,6000,0,0,2000-11-28 01:14:30
Bubur Ayam,15000,0,0,2021-04-12 21:16:30
Investasi,3000000,10,1,2008-02-11 20:20:09
Es Melon,8000,0,0,2014-11-23 20:02:57
Es Melon,8000,0,0,2010-04-17 22:06:57
Soda Lemon,10000,0,0,2006-10-26 05:19:53
Es Pisang Ijo,15000,0,0,2014-08-03 08:23:13
Es Timun Suri,8000,0,0,2011-05-21 08:59:24
Soto Ayam,18000,0,0,2008-05-21 20:12:12
Es Semangka,8000,0,0,2017-03-24 00:48:58
Es Buah,15000,0,0,2020-08-23 11:36:54
Es Susu Coklat,8000,0,0,2020-12-19 23:45:05
Soda Gembira,10000,0,0,2016-08-28 18:16:42
Beli Obat,100000,3,0,2014-12-31 07:21:43
Sambal Terasi,10000,0,0,2015-01-25 12:14:48
Jus Belimbing,15000,0,0,2012-01-26 18:24:40
Kepiting Saus Padang,40000,0,0,2000-06-20 07:59:34
Kopi Toraja,15000,0,0,2019-08-11 20:51:26
Sayur Lodeh,15000,0,0,2015-10-21 01:23:41
Rujak Manis,15000,0,0,2012-02-03 06:07:32
Es Krim,10000,0,0,2007-04-10 11:09:31
Es Mangga,8000,0,0,2008-03-13 13:14:58
Es Pala,8000,0,0,2020-11-12 11:55:59
Sayur Lodeh,15000,0,0,2016-10-05 07:31:36
Beli Obat,100000,3,0,2022-12-17 11:56:19
Jus Belimbing,15000,0,0,2010-01-20 18:31:08
Nasi Pecel,15000,0,0,2006-07-02 22:37:41
Es Kopi Susu,12000,0,0,2009-03-14 19:12:41
Teh Manis,5000,0,0,2013-06-14 00:32:18
Sate Padang,25000,0,0,2022-06-05 21:48:09
Mengikuti Kelas atau Workshop,100000,2,0,2013-07-15 22:45:38
Menghadiri Festival Budaya,50000,2,0,2019-07-04 06:31:58
Menghadiri Festival Budaya,50000,2,0,2008-11-15 09:49:53
Teh Hijau,5000,0,0,2022-06-20 01:04:11
Jus Melon,15000,0,0,2012-07-31 02:42:06
Rujak Manis,15000,0,0,2023-02-22 12:06:48
Es Kopi Susu,12000,0,0,2016-05-18 06:46:03
Sop Ayam,20000,0,0,2017-06-08 12:21:23
Nasi Kuning,15000,0,0,2005-03-06 00:18:16
Air Putih,3000,0,0,2004-06-09 23:01:52
Nasi Campur,25000,0,0,2010-04-21 11:56:04
Nasi Goreng Kambing,25000,0,0,2017-07-12 12:33:45
Es Krim,10000,0,0,2017-11-03 19:10:47
Gulai Ikan,25000,0,0,2001-12-30 04:48:50
Susu Kambing,15000,0,0,2001-08-09 14:29:48
Rujak Manis,15000,0,0,2016-12-08 08:54:04
Jus Jambu,15000,0,0,2004-03-29 05:16:14
Tumis Kangkung,15000,0,0,2018-02-22 09:37:43
Kepiting Saus Padang,40000,0,0,2019-10-10 05:52:44
Sate Sapi,30000,0,0,2015-06-11 19:45:26
Nasi Padang,25000,0,0,2023-01-19 21:03:07
Kopi Tubruk,10000,0,0,2008-11-20 01:31:38
Bir Pletok,12000,0,0,2002-07-09 22:10:31
Air Jeruk Nipis,7000,0,0,2003-09-26 16:26:10
Es Teler,15000,0,0,2004-09-12 13:32:28
Es Kelapa,10000,0,0,2007-12-21 16:47:10
Teh Hijau,5000,0,0,2007-05-07 14:57:55
Bioskop,50000,2,0,2022-10-14 20:12:25
Bandeng Presto,25000,0,0,2020-11-16 12:12:17
Soda Jeruk,10000,0,0,2014-11-12 04:02:59
Bajaj,20000,1,0,2017-12-28 11:16:12
Es Lidah Buaya,10000,0,0,2008-04-27 09:05:54
Beli Obat,100000,3,0,2019-03-21 11:38:43
Es Kacang Merah,10000,0,0,2013-11-28 20:23:52
Rawon,25000,0,0,2005-10-27 15:53:09
Mie Kocok,20000,0,0,2008-04-16 11:59:59
Teh Hijau,5000,0,0,2002-11-07 22:34:10
Mengunjungi Pantai,30000,2,0,2020-11-18 14:35:38
Beli Obat,100000,3,0,2022-10-24 03:30:02
Jus Wortel,8000,0,0,2015-10-31 17:32:44
Nasi Lemak,20000,0,0,2001-11-04 22:09:21
Jus Nanas,15000,0,0,2002-01-27 03:19:21
Teh Sereh,7000,0,0,2005-12-26 11:49:10
Es Susu Kedelai,6000,0,0,2018-11-28 12:52:25
Soda Susu,10000,0,0,2019-10-15 11:55:36
Warnet,15000,2,0,2016-09-17 03:01:55
Taksi,50000,1,0,2019-05-06 07:05:53
Karedok,15000,0,0,2013-02-08 22:53:41
Es Kopi Susu,12000,0,0,2017-02-01 12:31:13
Sate Kambing,35000,0,0,2013-05-14 04:18:19
Berkemah,50000,2,0,2000-04-04 13:36:45
Rujak Cingur,20000,0,0,2017-03-11 19:24:57
Teh Sereh,7000,0,0,2019-07-04 03:56:25
Jus Stroberi,15000,0,0,2009-11-27 20:12:51
Jus Belimbing,15000,0,0,2004-11-01 16:51:46
Becak,10000,1,0,2007-04-03 05:09:08
Ikan Asin,10000,0,0,2004-12-24 04:55:35
Coto Makassar,25000,0,0,2021-04-28 19:02:43
Ayam Penyet,20000,0,0,2017-08-15 12:13:35
Nasi Kucing,10000,0,0,2001-07-22 22:57:09
Soto Bandung,25000,0,0,2023-06-29 22:34:46
Es Susu Vanilla,8000,0,0,2015-07-27 11:10:37
Kolak,15000,0,0,2005-01-01 07:48:48
Es Cendol,7000,0,0,2004-10-27 07:05:03
Kereta Api,20000,1,0,2017-02-26 12:31:47
Angkot,5000,1,0,2001-04-14 12:15:32
Sate Lilit,30000,0,0,2001-11-06 19:22:39
Nasi Kuning,15000,0,0,2007-03-22 02:55:47
Teh Rosella,7000,0,0,2011-04-22 08:48:11
Tumis Kangkung,15000,0,0,2007-08-07 23:18:13
Es Mangga Muda,10000,0,0,2012-01-06 14:12:02
Sop Ayam,20000,0,0,2023-01-30 04:28:54
Gado-Gado,15000,0,0,2000-11-02 13:53:27
Soto Kudus,20000,0,0,2017-01-13 07:42:45
Sambal Goreng,15000,0,0,2002-11-25 22:08:36
Air Kelapa,10000,0,0,2009-05-24 01:34:05
Ayam Penyet,20000,0,0,2013-10-12 01:26:15
Membeli Buku,100000,2,0,2011-07-12 11:16:46
Es Krim,10000,0,0,2015-12-07 03:28:09
Es Kopyor,15000,0,0,2020-02-22 00:23:32
Teh Manis,5000,0,0,2020-12-28 07:08:40
Jus Tomat,8000,0,0,2013-04-21 03:54:55
Es Blewah,8000,0,0,2009-09-20 02:59:29
Kopi Hitam,10000,0,0,2021-10-07 16:22:15
Tempe Mendoan,15000,0,0,2004-12-25 17:16:14
Es Jeruk,6000,0,0,2017-11-09 02:38:34
Bajigur,8000,0,0,2015-11-17 04:03:09
Jus Buah Naga,15000,0,0,2009-11-04 09:14:25
Mengunjungi Konser Musik,200000,2,0,2020-05-05 09:44:21
Bandeng Presto,25000,0,0,2000-12-10 14:15:24
Bajaj,20000,1,0,2001-09-08 09:18:28
Bakso Malang,20000,0,0,2000-04-28 20:43:13
Es Semangka,8000,0,0,2010-01-23 14:39:11
Es Nangka,10000,0,0,2003-06-25 20:02:30
Beli Obat,100000,3,0,2016-01-25 17:25:53
Gudeg,20000,0,0,2019-11-24 12:11:27
Sayur Lodeh,15000,0,0,2016-04-29 17:52:07
Pecel Lele,20000,0,0,2017-11-12 06:47:04
Ayam Penyet,20000,0,0,2017-09-12 07:50:08
Kopi Tubruk,10000,0,0,2013-01-09 02:27:59
Taksi,50000,1,0,2004-08-20 07:35:49
Susu Jahe,8000,0,0,2011-12-19 19:00:20
Teh Sereh,7000,0,0,2023-05-09 06:52:22
Beli Obat,100000,3,0,2001-01-31 03:27:02
Nasi Kebuli,30000,0,0,2004-03-30 17:44:53
Soto Ayam,18000,0,0,2017-09-28 16:42:17
Membeli Buku,100000,2,0,2020-02-18 03:41:57
Jus Buah Naga,15000,0,0,2005-03-02 00:13:34
Jus Buah Naga,15000,0,0,2018-11-01 06:56:15
Es Cincau,7000,0,0,2004-12-01 02:03:36
Jus Wortel,8000,0,0,2008-12-31 05:57:17
Pepes Tahu,15000,0,0,2007-11-19 06:25:03
Tempe Mendoan,15000,0,0,2018-03-18 06:08:49
Mie Tek-Tek,15000,0,0,2022-12-06 18:56:16
Ikan Bakar,30000,0,0,2002-10-14 01:22:35
Bermain di Waterpark,100000,2,0,2012-10-28 14:37:56
Sop Iga,35000,0,0,2019-12-24 09:37:06
Sambal Terasi,10000,0,0,2011-10-28 09:35:53
Soto Bandung,25000,0,0,2017-11-06 22:19:49
LRT,15000,1,0,2013-12-18 21:55:50
Sambal Goreng,15000,0,0,2012-07-07 20:38:50
Es Mangga Muda,10000,0,0,2022-12-15 20:20:10
Es Jeruk Bali,10000,0,0,2019-06-29 22:54:51
Teh Jahe,7000,0,0,2020-10-22 14:03:46
Tumis Kangkung,15000,0,0,2019-02-25 11:43:02
Sambal Goreng,15000,0,0,2011-08-04 14:37:08
Jus Markisa,15000,0,0,2021-03-18 08:42:33
Susu Kedelai,6000,0,0,2017-06-30 15:10:20
Nasi Rawon,25000,0,0,2011-09-09 16:08:01
Es Goyobod,10000,0,0,2005-01-17 17:12:20
Berkemah,50000,2,0,2019-08-10 05:35:45
Es Timun Suri,8000,0,0,2001-05-26 20:17:51
Jus Wortel,8000,0,0,2011-01-31 11:54:28
Ayam Goreng,25000,0,0,2008-09-23 22:22:49
Ayam Betutu,30000,0,0,2004-12-26 09:43:43
Coto Makassar,25000,0,0,2016-01-11 01:27:35
Kopi Toraja,15000,0,0,2017-11-27 00:43:30
Es Terong Belanda,10000,0,0,2023-06-18 06:00:44
Es Mangga,8000,0,0,2015-07-25 12:46:28
Sop Buntut,40000,0,0,2020-02-28 06:24:24
Beli Obat,100000,3,0,2002-07-19 18:04:12
Jus Melon,15000,0,0,2022-03-14 16:10:51
Nasi Goreng Kambing,25000,0,0,2006-02-19 23:32:11
Jus Tomat,8000,0,0,2005-10-15 03:31:02
Jus Anggur,15000,0,0,2023-12-05 14:22:15
Bajaj,20000,1,0,2012-07-14 13:46:07
Capcay,20000,0,0,2006-11-19 04:52:43
Nasi Goreng Kambing,25000,0,0,2022-02-12 21:02:33
Es Sarang Burung,12000,0,0,2016-12-15 18:05:16
Gulai Ikan,25000,0,0,2021-03-16 09:51:55
Es Kopyor,15000,0,0,2014-07-21 18:10:03
Jus Jambu,15000,0,0,2005-06-19 17:47:57
Teh Jahe,7000,0,0,2014-03-25 10:48:10
Pecel Lele,20000,0,0,2018-03-10 00:23:43
Jus Stroberi,15000,0,0,2019-05-19 02:18:12
Es Mangga Muda,10000,0,0,2013-09-24 14:16:51
Sop Kambing,30000,0,0,2008-09-14 17:36:46
Sate Maranggi,30000,0,0,2016-12-05 16:44:04
Jus Jeruk,8000,0,0,2013-10-01 20:44:24
Bir Pletok,12000,0,0,2005-11-10 22:25:45
Teh Tarik,8000,0,0,2013-04-08 12:56:31
Bermain di Waterpark,100000,2,0,2001-07-31 17:59:52
Kopi Hitam,10000,0,0,2004-12-27 00:13:09
Susu Jahe,8000,0,0,2007-06-14 08:15:21
Asuransi Kendaraan,300000,4,0,2008-06-05 14:14:42
Nasi Brongkos,20000,0,0,2011-02-27 03:38:57
Nasi Brongkos,20000,0,0,2006-05-01 23:17:27
Angkot,5000,1,0,2010-09-05 03:52:16
Ikan Pepes,25000,0,0,2006-06-03 14:11:05
Bebek Goreng,30000,0,0,2010-02-27 09:23:30
Warnet,15000,2,0,2009-12-18 08:17:53
Ayam Bakar,25000,0,0,2013-06-19 04:48:23
Kwetiau Goreng,20000,0,0,2012-02-04 03:50:34
Es Krim,10000,0,0,2013-07-24 22:12:00
Mendaki Gunung,75000,2,0,2015-09-11 04:10:25
Mengikuti Kegiatan Komunitas,20000,2,0,2009-08-08 07:50:49
Becak,10000,1,0,2020-09-27 19:42:10
Jus Melon,15000,0,0,2018-10-08 20:33:31
Menghadiri Festival Budaya,50000,2,0,2013-10-20 04:52:56
Ayam Penyet,20000,0,0,2021-10-24 22:40:47
Sate Maranggi,30000,0,0,2009-04-04 21:42:33
Becak,10000,1,0,2001-09-10 05:03:52
Soto Lamongan,20000,0,0,2023-08-22 16:24:57
Es Mangga Muda,10000,0,0,2000-10-18 01:43:55
Bajaj,20000,1,0,2006-02-28 02:36:07
Soto Betawi,25000,0,0,2005-03-06 07:17:14
Es Krim,10000,0,0,2014-09-09 21:17:39
Es Apel,8000,0,0,2021-09-22 22:11:43
Air Tebu,5000,0,0,2021-06-15 16:15:31
Bandeng Presto,25000,0,0,2006-06-06 17:26:59
Ayam Penyet,20000,0,0,2002-03-03 02:29:27
Sambal Goreng,15000,0,0,2000-05-07 10:18:41
Nasi Timbel,20000,0,0,2019-12-22 06:36:42
Pindang Patin,25000,0,0,2015-09-20 12:56:55
Bajaj,20000,1,0,2002-10-01 02:26:41
Es Kopyor,15000,0,0,2021-01-13 05:36:28
Nasi Pecel,15000,0,0,2015-10-24 18:01:18
Teh Putih,9000,0,0,2017-05-21 23:02:40
Es Melon,8000,0,0,2007-02-04 16:07:49
Es Kopyor,15000,0,0,2001-12-27 04:58:10
Bebek Goreng,30000,0,0,2003-03-11 20:17:58
Teh Sereh,7000,0,0,2002-07-27 14:10:30
Nasi Kebuli,30000,0,0,2008-03-22 17:50:53
Soto Bandung,25000,0,0,2017-10-23 03:52:44
Es Timun Suri,8000,0,0,2000-06-02 01:30:42
Bajigur,8000,0,0,2003-01-20 19:19:06
Bakso,20000,0,0,2017-02-25 21:28:03
Kepiting Saus Padang,40000,0,0,2016-11-30 15:22:58
Nasi Padang,25000,0,0,2008-09-24 16:32:56
Teh Sereh,7000,0,0,2016-05-13 04:35:18
Rendang,30000,0,0,2015-01-28 22:26:02
Hangout,50000,2,0,2017-07-08 11:37:27
Sop Iga,35000,0,0,2006-08-28 14:06:13
Es Timun,8000,0,0,2011-03-19 13:54:35
Mie Kocok,20000,0,0,2019-02-24 05:34:22
Es Melon,8000,0,0,2012-11-12 09:29:08
Air Tebu,5000,0,0,2014-01-31 02:09:20
Gudeg,20000,0,0,2017-12-02 11:00:23
Udang Balado,35000,0,0,2022-12-25 17:31:46
Susu,7000,0,0,2014-03-23 19:12:37
Ayam Betutu,30000,0,0,2020-07-25 16:05:10
Jus Buah Naga,15000,0,0,2019-11-11 19:21:47
Pepes Tahu,15000,0,0,2012-03-04 19:12:20
Ketoprak,15000,0,0,2005-08-19 11:21:21
Sambal Goreng,15000,0,0,2023-08-03 13:25:32
Soto Betawi,25000,0,0,2004-06-18 23:40:54
Ayam Taliwang,30000,0,0,2023-12-11 15:18:07
LRT,15000,1,0,2018-06-15 06:00:26
Es Goyobod,10000,0,0,2018-01-09 15:23:56
Capcay,20000,0,0,2007-10-23 04:15:13
Soto Lamongan,20000,0,0,2012-06-01 06:22:19
Beli Obat,100000,3,0,2014-01-14 09:51:12
Beli Obat,100000,3,0,2012-04-16 21:52:54
Es Susu Vanilla,8000,0,0,2011-12-14 02:32:29
Teh Oolong,8000,0,0,2013-06-11 23:02:40
Es Susu Coklat,8000,0,0,2017-10-08 13:19:10
Bakmi Jawa,20000,0,0,2007-10-13 06:50:59
Jus Belimbing,15000,0,0,2016-02-01 18:08:53
Sate Sapi,30000,0,0,2013-11-02 23:48:47
Nasi Padang,25000,0,0,2019-07-08 02:58:41
Beli Obat,100000,3,0,2004-05-18 12:22:46
Ayam Taliwang,30000,0,0,2006-06-03 10:04:30
Mie Kocok,20000,0,0,2020-10-09 08:06:11
Beli Obat,100000,3,0,2000-05-03 10:52:57
Beli Obat,100000,3,0,2019-01-21 18:26:04
Es Cendol,7000,0,0,2007-06-11 16:50:16
Capcay,20000,0,0,2006-12-16 03:57:36
Air Jeruk Nipis,7000,0,0,2008-08-18 01:50:57
Bajaj,20000,1,0,2005-07-29 06:43:51
Bajaj,20000,1,0,2002-06-27 11:37:25
Ayam Taliwang,30000,0,0,2010-05-18 06:23:50
Asinan Betawi,15000,0,0,2010-07-23 11:48:42
Air Jahe,7000,0,0,2023-06-29 09:23:43
Taksi,50000,1,0,2013-01-24 02:22:38
Sambal Goreng,15000,0,0,2019-02-03 07:01:12
Soda Susu,10000,0,0,2014-06-23 02:01:12
Taksi,50000,1,0,2023-11-17 14:41:58
Jus Buah Naga,15000,0,0,2005-02-08 10:30:01
Karedok,15000,0,0,2011-03-28 22:52:35
Asuransi Kesehatan,150000,4,0,2013-05-16 13:38:15
Jus Belimbing,15000,0,0,2017-01-23 18:54:55
Kopi Susu,12000,0,0,2015-12-12 15:02:35
Es Pala,8000,0,0,2015-01-26 19:19:45
Soda Jeruk,10000,0,0,2017-11-11 08:47:31
Es Melon,8000,0,0,2007-03-18 02:04:44
Soto Mie,20000,0,0,2007-12-22 00:54:10
Mengunjungi Kebun Binatang,50000,2,0,2003-11-02 05:56:51
Teh Manis,5000,0,0,2012-09-25 20:52:58
Nasi Kuning,15000,0,0,2019-11-25 02:02:25
Mie Goreng,18000,0,0,2005-11-20 03:31:20
Gado-Gado,15000,0,0,2009-09-02 21:00:21
Jus Stroberi,15000,0,0,2012-11-05 02:23:48
Beli Obat,100000,3,0,2000-11-22 01:48:41
Gado-Gado,15000,0,0,2005-06-18 10:41:02
Jus Alpukat,15000,0,0,2000-06-11 21:23:25
Nasi Campur,25000,0,0,2018-05-10 20:40:10
Ketoprak,15000,0,0,2016-03-06 03:17:27
Sate Kambing,35000,0,0,2016-11-24 02:15:11
Susu,7000,0,0,2005-09-09 11:01:27
Es Krim,10000,0,0,2013-02-17 05:58:04
Pindang Patin,25000,0,0,2022-10-26 10:53:24
Pepes Tahu,15000,0,0,2017-03-01 18:28:32
Susu Kedelai,6000,0,0,2002-01-18 03:59:21
Bakso Malang,20000,0,0,2017-08-03 06:32:34
Beli Obat,100000,3,0,2006-11-15 10:27:16
Sate Kambing,35000,0,0,2003-01-12 20:07:09
Tahu Gejrot,10000,0,0,2002-11-22 00:24:27
Bajigur,8000,0,0,2016-05-13 20:49:21
Coto Makassar,25000,0,0,2012-04-12 04:22:26
Bakmi Jawa,20000,0,0,2014-04-20 16:20:39
Mengunjungi Konser Musik,200000,2,0,2005-12-23 15:51:37
Susu,7000,0,0,2004-10-26 00:09:08
Teh Jahe,7000,0,0,2013-08-29 15:39:31
Warnet,15000,2,0,2010-07-28 17:08:32
Asuransi Kendaraan,300000,4,0,2012-05-17 16:48:18
Mie Aceh,20000,0,0,2007-03-13 13:40:30
Sambal Terasi,10000,0,0,2010-05-29 06:40:34
Wedang Jahe,8000,0,0,2020-03-16 14:43:00
Es Goyobod,10000,0,0,2005-04-05 12:57:44
Es Teh,5000,0,0,2003-07-22 07:56:03
Nasi Goreng Kambing,25000,0,0,2004-05-20 12:41:49
Warnet,15000,2,0,2006-11-26 03:25:36
Warnet,15000,2,0,2022-07-03 18:21:46
Nasi Uduk,15000,0,0,2004-08-30 13:22:42
Nasi Timbel,20000,0,0,2018-04-10 12:27:58
Soda Lemon,10000,0,0,2022-08-06 12:51:43
Es Timun,8000,0,0,2022-04-12 17:45:25
Sop Iga,35000,0,0,2003-10-29 04:06:43
Es Kopi,12000,0,0,2002-10-07 05:02:22
Teh Manis,5000,0,0,2008-12-17 13:46:40
Jus Mangga,15000,0,0,2004-05-23 11:00:31
Sewa Properti,5000000,10,1,2003-05-11 01:51:10
Es Cincau,7000,0,0,2022-08-06 18:05:46
Nasi Kucing,10000,0,0,2007-11-18 19:41:55
Soda Lemon,10000,0,0,2022-02-12 05:36:54
Beli Obat,100000,3,0,2015-03-23 00:24:49
Ayam Bakar,25000,0,0,2010-04-06 03:36:02
Kopi Gayo,15000,0,0,2018-06-18 01:17:50
Sop Ayam,20000,0,0,2003-06-24 07:30:20
Soto Mie,20000,0,0,2023-07-17 21:02:20
Soto Mie,20000,0,0,2023-03-26 15:18:31
Mengunjungi Pantai,30000,2,0,2005-05-20 06:27:46
Ikan Goreng,20000,0,0,2012-08-06 15:02:16
Jus Pepaya,15000,0,0,2013-04-12 05:50:57
Ikan Goreng,20000,0,0,2002-05-15 21:00:10
Nasi Gudeg,20000,0,0,2010-03-27 20:10:34
Kereta Api,20000,1,0,2014-10-08 16:06:21
Es Mangga Muda,10000,0,0,2000-05-20 18:56:37
Es Kolang Kaling,8000,0,0,2005-08-16 19:00:16
Capcay,20000,0,0,2011-11-23 17:13:43
Hangout,50000,2,0,2000-01-02 16:11:29
Bandrek,8000,0,0,2005-10-24 09:48:44
Sambal Terasi,10000,0,0,2014-03-03 16:05:44
