ITEM,VALUE,TYPE,CATEGORY,CREATED_AT
Es Krim,10000,0,0,2024-06-24 23:30:25
Pempek,20000,0,0,2023-07-04 19:52:54
Tempe Mendoan,15000,0,0,2023-05-18 15:38:44
Berbelanja di Mall,200000,2,0,2023-11-28 11:44:34
Coto Makassar,25000,0,0,2024-01-08 17:46:16
Bir Pletok,12000,0,0,2024-06-15 21:07:26
Es Susu Coklat,8000,0,0,2022-10-20 06:25:12
Jus Jambu,15000,0,0,2022-12-29 05:15:24
Nasi Goreng Kambing,25000,0,0,2023-09-21 13:42:09
Sop Iga,35000,0,0,2024-08-20 00:12:34
Sop Ayam,20000,0,0,2023-01-06 14:34:15
Jus Stroberi,15000,0,0,2023-04-30 15:53:03
Wedang Jahe,8000,0,0,2024-04-28 04:50:26
Es Buah,15000,0,0,2023-10-28 13:06:08
Bandrek,8000,0,0,2022-10-24 02:32:45
Kopi Gayo,15000,0,0,2023-07-03 06:04:43
Soda Gembira,10000,0,0,2024-03-20 07:06:59
Soto Madura,25000,0,0,2023-07-14 10:43:51
Rendang,30000,0,0,2023-08-03 02:52:03
Lontong Sayur,15000,0,0,2023-06-09 18:47:41
Beli Obat,100000,3,0,2024-04-20 20:48:05
Soto Betawi,25000,0,0,2022-09-30 19:51:26
Bajaj,20000,1,0,2024-04-02 06:53:42
Teh Rosella,7000,0,0,2023-04-28 18:23:33
Susu,7000,0,0,2023-08-31 08:40:42
Soda Apel,10000,0,0,2024-03-18 08:03:04
Angkot,5000,1,0,2024-09-05 12:04:48
Ayam Goreng,25000,0,0,2023-12-29 04:46:30
Teh Rosella,7000,0,0,2023-03-09 20:01:58
Bandeng Presto,25000,0,0,2024-02-02 08:39:51
MRT,15000,1,0,2023-12-07 20:13:51
Teh Manis,5000,0,0,2022-09-15 02:17:04
Nasi Brongkos,20000,0,0,2022-11-16 01:16:53
Es Pepaya,10000,0,0,2024-01-02 20:12:20
Es Apel,8000,0,0,2022-11-13 18:32:44
Nasi Uduk,15000,0,0,2023-11-12 20:34:17
Bakso,20000,0,0,2023-12-01 03:44:29
Tempe Mendoan,15000,0,0,2023-12-05 13:17:15
Tahu Gejrot,10000,0,0,2024-07-09 00:56:35
Jus Jambu,15000,0,0,2022-10-03 05:08:23
Es Susu,7000,0,0,2023-04-24 09:57:48
Es Jeruk,6000,0,0,2022-09-04 08:06:39
Jus Buah Naga,15000,0,0,2023-03-20 16:17:35
Es Jeruk,6000,0,0,2023-03-29 17:39:40
Kopi Hitam,10000,0,0,2023-07-12 07:14:23
Susu,7000,0,0,2022-09-06 13:41:38
Lontong Sayur,15000,0,0,2024-02-12 21:08:45
Pecel,15000,0,0,2024-07-24 14:27:48
Mie Aceh,20000,0,0,2022-10-27 12:57:23
Opor Ayam,20000,0,0,2022-11-15 12:52:31
Jus Wortel,8000,0,0,2022-08-27 06:22:30
Kwetiau Goreng,20000,0,0,2024-07-28 06:59:32
Es Goyobod,10000,0,0,2023-03-09 09:19:17
Pecel Lele,20000,0,0,2024-04-13 08:05:43
Jus Alpukat,15000,0,0,2024-02-14 09:05:55
Teh Hitam,7000,0,0,2023-08-03 08:38:54
Lumpia Semarang,15000,0,0,2024-08-21 11:44:08
Becak,10000,1,0,2022-10-17 06:54:27
Jus Sirsak,15000,0,0,2023-01-27 07:19:08
Es Doger,12000,0,0,2024-04-15 09:09:19
Jus Markisa,15000,0,0,2023-09-21 15:32:03
Mengikuti Kegiatan Komunitas,20000,2,0,2023-11-15 20:15:45
Sate Kambing,35000,0,0,2023-11-24 01:08:40
Es Cendol,7000,0,0,2023-05-22 04:51:55
Soda Susu,10000,0,0,2024-03-03 22:50:57
Es Susu Coklat,8000,0,0,2023-11-27 15:03:49
Lontong Sayur,15000,0,0,2023-03-14 05:20:01
Tahu Gejrot,10000,0,0,2023-10-15 06:23:08
Teh Melati,7000,0,0,2023-03-04 23:14:19
Es Buah,15000,0,0,2024-03-08 14:10:18
Warnet,15000,2,0,2022-08-07 17:32:09
Teh Rosella,7000,0,0,2022-12-23 22:58:38
Beli Obat,100000,3,0,2023-09-09 03:06:54
Kepiting Saus Padang,40000,0,0,2022-09-12 19:35:22
Sop Kambing,30000,0,0,2023-01-30 14:09:09
Mie Tek-Tek,15000,0,0,2023-04-30 12:36:35
Nasi Kebuli,30000,0,0,2022-09-03 15:02:59
Es Buah,15000,0,0,2023-05-06 12:36:26
LRT,15000,1,0,2023-06-03 02:27:59
Karedok,15000,0,0,2024-01-12 10:09:09
Es Melon,8000,0,0,2024-05-17 23:26:07
Rendang,30000,0,0,2024-07-11 02:21:11
Nasi Pecel,15000,0,0,2024-01-25 20:30:30
Becak,10000,1,0,2023-01-03 00:39:00
Sop Kambing,30000,0,0,2023-12-20 06:28:12
Es Teler,15000,0,0,2023-07-10 17:14:22
Bajaj,20000,1,0,2023-12-13 00:17:08
Es Doger,12000,0,0,2024-02-20 15:50:09
Es Doger,12000,0,0,2024-06-04 03:14:14
Becak,10000,1,0,2024-07-10 07:00:33
Jus Sirsak,15000,0,0,2024-06-11 23:00:51
Sate Kambing,35000,0,0,2024-07-23 14:24:57
Teh Oolong,8000,0,0,2022-08-07 09:59:49
Es Pisang Ijo,15000,0,0,2022-12-04 12:50:01
Sop Iga,35000,0,0,2023-11-05 03:49:33
Soto Lamongan,20000,0,0,2022-10-02 16:53:33
Becak,10000,1,0,2023-02-27 18:29:16
Gudeg,20000,0,0,2022-08-27 11:26:04
Kerak Telor,20000,0,0,2023-04-15 16:03:01
Ayam Taliwang,30000,0,0,2023-12-31 20:13:57
Air Jahe,7000,0,0,2023-08-13 16:56:09
Es Kopi Susu,12000,0,0,2023-08-13 06:06:32
Ikan Asin,10000,0,0,2024-02-21 15:29:10
Soda Apel,10000,0,0,2024-05-28 06:01:29
Gudeg,20000,0,0,2023-11-29 15:38:47
Rendang,30000,0,0,2024-06-20 07:47:13
Sop Kambing,30000,0,0,2024-09-06 05:27:36
Nasi Kucing,10000,0,0,2023-10-03 17:10:04
Empal Gentong,30000,0,0,2023-04-02 20:04:25
Air Tebu,5000,0,0,2024-05-16 15:15:58
Bubur Ayam,15000,0,0,2023-07-18 02:51:43
Kopi Luwak,50000,0,0,2024-02-18 12:59:28
Sambal Matah,10000,0,0,2024-07-31 12:24:10
Es Nangka,10000,0,0,2023-10-10 09:22:38
Nasi Uduk,15000,0,0,2023-11-07 14:42:41
Bajaj,20000,1,0,2023-04-07 02:49:25
Es Kopyor,15000,0,0,2023-12-19 01:59:22
Mie Aceh,20000,0,0,2023-05-01 08:39:39
Sayur Lodeh,15000,0,0,2024-08-30 02:31:36
Kopi Gayo,15000,0,0,2023-02-17 18:24:06
Gaji,10000000,10,1,2023-05-12 12:42:48
Bandeng Presto,25000,0,0,2023-01-19 04:03:51
Es Pepaya,10000,0,0,2024-01-08 02:09:57
Rawon,25000,0,0,2022-09-27 21:27:33
Es Campur,15000,0,0,2023-04-22 20:22:39
Becak,10000,1,0,2023-07-28 13:14:55
Teh Putih,9000,0,0,2023-07-26 01:04:44
Nasi Pecel,15000,0,0,2023-03-31 02:41:35
Soda Lemon,10000,0,0,2022-08-29 19:01:34
Ikan Bakar,30000,0,0,2024-01-22 23:59:35
Bakso Malang,20000,0,0,2024-03-18 18:52:27
Pempek,20000,0,0,2023-12-20 02:04:41
Jus Alpukat,15000,0,0,2024-06-03 23:33:42
Susu Sapi,8000,0,0,2024-06-18 14:19:53
Sambal Matah,10000,0,0,2023-11-14 08:14:09
Ikan Asin,10000,0,0,2022-11-23 00:05:33
Becak,10000,1,0,2023-04-10 18:09:06
Kopi Luwak,50000,0,0,2023-08-30 11:09:15
Es Kopi,12000,0,0,2024-02-28 11:34:19
Soto Lamongan,20000,0,0,2023-05-21 19:47:39
Es Kelapa,10000,0,0,2024-07-07 05:08:20
Jus Sirsak,15000,0,0,2023-06-21 16:20:09
Bajaj,20000,1,0,2024-05-02 00:34:17
Berbelanja di Mall,200000,2,0,2024-09-08 09:29:36
Mie Tek-Tek,15000,0,0,2023-10-27 02:53:27
Es Krim,10000,0,0,2022-12-26 12:37:31
Es Melon,8000,0,0,2024-01-09 22:50:48
Jus Melon,15000,0,0,2024-02-14 09:35:53
Bakmi Jawa,20000,0,0,2023-08-30 06:50:58
Jus Tomat,8000,0,0,2023-12-29 08:14:55
Nasi Liwet,25000,0,0,2023-05-13 07:39:11
Kopi Gayo,15000,0,0,2023-10-10 15:00:10
Sate Ayam,25000,0,0,2022-10-24 05:50:04
Wedang Jahe,8000,0,0,2023-11-19 08:04:51
Es Pepaya,10000,0,0,2024-01-10 21:06:49
Ojek,15000,1,0,2024-06-12 16:28:34
Nasi Timbel,20000,0,0,2023-06-16 03:30:46
Kopi Hitam,10000,0,0,2023-06-30 07:51:42
Susu Jahe,8000,0,0,2024-04-16 03:24:18
Nasi Uduk,15000,0,0,2024-08-17 02:26:34
Bajaj,20000,1,0,2023-07-01 03:55:28
Es Teler,15000,0,0,2024-01-14 09:39:09
Beli Obat,100000,3,0,2024-07-22 04:44:34
Pindang Patin,25000,0,0,2023-04-26 03:26:23
Es Goyobod,10000,0,0,2024-04-14 03:35:45
Serabi,10000,0,0,2024-03-01 02:16:55
Es Susu,7000,0,0,2023-05-03 19:23:05
Teh Sereh,7000,0,0,2024-06-02 22:05:39
Beli Obat,100000,3,0,2022-12-09 18:20:17
Sate Lilit,30000,0,0,2023-11-11 10:57:53
LRT,15000,1,0,2023-11-16 12:41:41
Nasi Liwet,25000,0,0,2024-05-12 03:01:02
Nasi Goreng,20000,0,0,2024-03-10 21:34:30
Jus Stroberi,15000,0,0,2024-07-16 02:02:25
Sambal Goreng,15000,0,0,2023-01-07 19:03:22
Nasi Kebuli,30000,0,0,2022-10-20 14:44:20
Pempek,20000,0,0,2023-12-28 21:01:25
Jus Tomat,8000,0,0,2024-04-05 03:27:06
Bir Pletok,12000,0,0,2023-11-15 08:47:21
Ikan Asin,10000,0,0,2023-09-08 22:08:01
Serabi,10000,0,0,2022-10-10 02:11:13
Es Kopi Susu,12000,0,0,2024-08-23 04:04:19
Sop Iga,35000,0,0,2023-07-02 05:08:24
Pecel,15000,0,0,2022-09-21 10:08:22
Es Susu,7000,0,0,2024-05-04 20:27:21
Jus Alpukat,15000,0,0,2023-03-15 20:02:03
Soto Madura,25000,0,0,2023-05-07 07:16:15
Ayam Taliwang,30000,0,0,2023-06-05 16:47:57
Becak,10000,1,0,2022-12-17 22:59:51
LRT,15000,1,0,2024-01-10 06:26:14
Coto Makassar,25000,0,0,2024-02-12 17:48:28
Kopi Luwak,50000,0,0,2023-08-20 11:30:55
Es Cincau,7000,0,0,2022-09-05 15:43:30
Jus Pepaya,15000,0,0,2023-01-05 12:07:51
Kerak Telor,20000,0,0,2022-08-17 17:28:29
Kopi Hitam,10000,0,0,2024-09-06 23:02:35
Jus Sirsak,15000,0,0,2023-10-01 04:00:06
Jus Pepaya,15000,0,0,2023-07-04 02:17:03
Es Selasih,10000,0,0,2022-10-16 17:25:41
Jus Wortel,8000,0,0,2022-08-10 00:56:43
Es Cendol,7000,0,0,2023-03-24 04:43:03
Es Leci,10000,0,0,2023-01-20 02:08:48
Susu Jahe,8000,0,0,2024-08-10 17:45:39
Soda Apel,10000,0,0,2023-03-23 20:38:14
Teh Jahe,7000,0,0,2022-08-20 13:01:48
Bajaj,20000,1,0,2022-08-14 00:01:28
Es Susu Vanilla,8000,0,0,2023-09-09 09:03:19
Taksi,50000,1,0,2022-09-11 03:08:02
Empal Gentong,30000,0,0,2024-04-24 13:42:05
Pindang Patin,25000,0,0,2023-10-06 07:40:41
Mie Aceh,20000,0,0,2024-08-04 18:36:13
Es Kolang Kaling,8000,0,0,2023-01-20 01:21:50
Nasi Timbel,20000,0,0,2024-03-24 13:03:28
Empal Gentong,30000,0,0,2022-10-29 15:17:00
Sewa Properti,5000000,11,1,2023-01-19 10:05:44
Rendang,30000,0,0,2023-12-04 20:01:40
Nasi Timbel,20000,0,0,2024-04-25 12:45:18
Susu Sapi,8000,0,0,2023-11-24 15:07:48
Soto Betawi,25000,0,0,2023-08-11 23:06:07
Soto Bandung,25000,0,0,2022-08-11 03:40:09
Nasi Kebuli,30000,0,0,2023-02-11 19:45:29
Becak,10000,1,0,2023-08-22 03:17:36
LRT,15000,1,0,2023-09-20 12:15:00
LRT,15000,1,0,2023-12-30 04:18:31
Es Jeruk Bali,10000,0,0,2023-04-14 01:44:22
Bubur Ayam,15000,0,0,2022-09-22 15:54:57
Lontong Sayur,15000,0,0,2024-01-01 02:53:11
Air Jeruk Nipis,7000,0,0,2023-02-17 22:45:47
Soto Kudus,20000,0,0,2023-12-31 16:16:23
Es Kopyor,15000,0,0,2024-09-11 13:33:14
Becak,10000,1,0,2023-12-18 20:30:48
Soda Susu,10000,0,0,2023-02-10 03:54:15
Empal Gentong,30000,0,0,2023-11-03 00:42:51
Es Timun Suri,8000,0,0,2023-08-12 14:12:45
Kopi Toraja,15000,0,0,2024-07-14 11:17:28
Jus Jeruk,8000,0,0,2022-11-22 21:29:03
Becak,10000,1,0,2023-10-05 02:42:39
Es Melon,8000,0,0,2023-01-10 00:10:32
Beli Obat,100000,3,0,2024-05-10 18:30:19
Soto Padang,25000,0,0,2023-07-04 10:35:28
Kopi Hitam,10000,0,0,2022-10-12 18:52:38
Soto Padang,25000,0,0,2022-10-10 21:17:48
Sambal Goreng,15000,0,0,2023-05-05 09:12:22
Jus Stroberi,15000,0,0,2023-11-15 03:04:14
Sop Buntut,40000,0,0,2024-06-05 23:57:57
Karedok,15000,0,0,2024-07-09 16:13:42
Jus Nanas,15000,0,0,2024-04-28 06:49:04
Es Teler,15000,0,0,2022-11-19 02:05:25
Sate Kambing,35000,0,0,2023-01-10 11:10:25
Mie Tek-Tek,15000,0,0,2023-02-18 11:46:57
Air Jahe,7000,0,0,2022-09-26 01:32:25
Es Buah,15000,0,0,2024-07-20 02:42:33
Es Lidah Buaya,10000,0,0,2022-08-22 08:14:49
Gaji,10000000,10,1,2023-04-26 09:20:02
Kwetiau Goreng,20000,0,0,2022-10-21 01:25:01
Bajaj,20000,1,0,2024-08-05 21:05:00
Es Goyobod,10000,0,0,2024-08-11 14:51:54
Es Pepaya,10000,0,0,2022-10-22 03:06:30
Kerak Telor,20000,0,0,2023-11-08 11:52:52
Teh Manis,5000,0,0,2022-10-12 04:35:51
Ikan Asin,10000,0,0,2023-10-06 15:47:21
Sate Sapi,30000,0,0,2022-08-25 06:11:25
Ojek,15000,1,0,2023-02-23 17:54:07
Sate Kambing,35000,0,0,2023-05-01 19:03:32
Air Jahe,7000,0,0,2024-08-12 20:57:13
Es Pisang Ijo,15000,0,0,2022-10-10 08:09:25
Teh Hitam,7000,0,0,2023-11-22 00:33:28
Jus Sirsak,15000,0,0,2024-03-17 09:34:10
Nasi Goreng,20000,0,0,2023-09-14 17:37:16
Nasi Liwet,25000,0,0,2023-06-28 11:26:58
Taksi,50000,1,0,2024-02-26 23:34:27
Nasi Brongkos,20000,0,0,2022-08-15 07:23:51
Nasi Rawon,25000,0,0,2022-11-16 01:55:15
Es Kelapa,10000,0,0,2023-10-01 03:01:26
Tempe Mendoan,15000,0,0,2024-08-08 16:23:46
Bajaj,20000,1,0,2024-01-14 11:04:13
Sop Kaki Kambing,35000,0,0,2022-10-29 16:58:02
Nasi Kebuli,30000,0,0,2024-06-07 02:37:10
Mie Aceh,20000,0,0,2022-12-03 05:35:46
Tumis Kangkung,15000,0,0,2023-09-11 20:45:05
Kopi Hitam,10000,0,0,2022-09-24 01:49:41
Ayam Penyet,20000,0,0,2024-09-09 19:40:18
Taksi,50000,1,0,2023-07-18 07:29:39
Jus Melon,15000,0,0,2022-10-11 03:32:41
Sop Buntut,40000,0,0,2024-01-21 12:12:00
Es Timun,8000,0,0,2024-02-22 01:54:22
Jus Tomat,8000,0,0,2022-08-28 08:09:50
Karedok,15000,0,0,2023-01-14 12:27:35
Nasi Pecel,15000,0,0,2024-08-20 00:29:52
Es Cincau,7000,0,0,2023-05-29 14:15:46
Kopi,10000,0,0,2024-09-10 11:06:08
Es Pepaya,10000,0,0,2022-12-27 03:30:36
Pindang Patin,25000,0,0,2023-02-11 00:53:27
Sambal Matah,10000,0,0,2024-01-07 20:31:08
Es Jeruk Bali,10000,0,0,2023-09-19 15:54:05
Teh Putih,9000,0,0,2024-05-27 10:15:32
Bebek Betutu,35000,0,0,2024-07-08 19:53:47
Soda Lemon,10000,0,0,2024-04-30 12:42:08
Soda Apel,10000,0,0,2023-05-16 07:28:52
Nasi Timbel,20000,0,0,2023-09-02 02:10:19
Sop Ayam,20000,0,0,2024-06-24 15:43:53
Kopi Tubruk,10000,0,0,2023-07-28 22:32:32
Jus Semangka,15000,0,0,2023-06-13 17:27:34
Mengunjungi Taman Hiburan,150000,2,0,2024-03-18 22:11:30
Kopi Toraja,15000,0,0,2023-05-24 17:06:05
Ojek,15000,1,0,2024-08-24 10:35:07
Jus Markisa,15000,0,0,2022-09-27 01:19:08
Nasi Liwet,25000,0,0,2023-04-28 21:30:47
Kopi Gayo,15000,0,0,2024-08-12 01:53:13
Pepes Tahu,15000,0,0,2022-08-09 04:54:47
Hadiah,1000000,13,1,2023-09-26 10:38:40
Es Susu Coklat,8000,0,0,2022-10-29 08:11:40
Es Susu,7000,0,0,2023-02-06 10:14:31
Ayam Penyet,20000,0,0,2023-09-05 01:02:29
Kopi Tubruk,10000,0,0,2023-04-08 10:08:46
Jus Sirsak,15000,0,0,2024-07-18 08:45:16
Jus Melon,15000,0,0,2024-05-11 11:39:07
Empal Gentong,30000,0,0,2024-03-11 15:23:34
Jus Semangka,15000,0,0,2023-02-17 17:59:46
Jus Sirsak,15000,0,0,2023-03-11 06:31:20
Soda Susu,10000,0,0,2024-07-21 14:38:52
Hadiah,1000000,13,1,2023-10-14 01:11:39
Jus Buah Naga,15000,0,0,2022-11-08 01:58:35
Air Lemon,7000,0,0,2023-10-31 09:26:40
Soto Kudus,20000,0,0,2024-08-13 15:13:09
Soda Jeruk,10000,0,0,2023-05-31 10:02:24
Nasi Goreng Kambing,25000,0,0,2024-09-04 11:46:09
Nasi Gudeg,20000,0,0,2023-09-26 00:02:12
Tahu Gejrot,10000,0,0,2023-08-23 22:50:13
Becak,10000,1,0,2023-01-16 02:23:22
Rawon,25000,0,0,2024-05-24 06:46:37
Ikan Pepes,25000,0,0,2022-10-29 19:18:05
Sayur Lodeh,15000,0,0,2022-09-23 02:02:18
Jus Buah Naga,15000,0,0,2024-04-12 02:41:19
Empal Gentong,30000,0,0,2022-12-11 15:36:17
Sop Buntut,40000,0,0,2023-10-21 16:46:53
Tongseng,30000,0,0,2024-07-19 18:22:36
Teh Putih,9000,0,0,2023-02-04 07:26:00
Es Kopyor,15000,0,0,2024-02-09 12:44:30
Becak,10000,1,0,2024-08-05 06:32:20
Becak,10000,1,0,2023-10-09 14:19:40
Es Teh,5000,0,0,2023-05-20 05:40:54
Air Jeruk Nipis,7000,0,0,2022-10-08 01:07:37
Nasi Goreng Kambing,25000,0,0,2024-06-02 10:26:09
Soda Gembira,10000,0,0,2022-12-21 12:20:24
MRT,15000,1,0,2023-09-08 06:16:03
Ikan Asin,10000,0,0,2023-08-30 23:10:53
Jus Wortel,8000,0,0,2024-07-03 19:17:05
Air Lemon,7000,0,0,2023-11-25 19:20:47
Nasi Padang,25000,0,0,2023-06-10 12:04:52
Beli Obat,100000,3,0,2022-12-12 08:00:21
Rawon,25000,0,0,2024-04-08 14:50:11
Air Putih,3000,0,0,2023-07-16 15:34:30
Susu,7000,0,0,2023-06-05 20:04:40
Tumis Kangkung,15000,0,0,2023-11-06 11:35:27
Kerak Telor,20000,0,0,2024-06-12 22:32:11
Kereta Api,20000,1,0,2023-05-02 11:28:03
Siomay,20000,0,0,2024-01-22 10:44:49
Susu Jahe,8000,0,0,2023-12-30 04:55:44
Air Putih,3000,0,0,2022-10-29 17:12:18
Teh Merah,7000,0,0,2023-03-29 05:11:27
Es Goyobod,10000,0,0,2024-01-06 20:31:46
Becak,10000,1,0,2023-10-06 07:10:40
Teh Melati,7000,0,0,2024-07-16 02:58:11
Jus Anggur,15000,0,0,2023-11-02 04:33:29
Kopi Luwak,50000,0,0,2022-10-17 01:59:26
Bajaj,20000,1,0,2023-11-27 08:56:05
Hadiah,1000000,13,1,2024-02-09 11:29:33
Sate Sapi,30000,0,0,2023-08-20 02:08:43
Rujak Manis,15000,0,0,2022-11-16 19:16:01
Mie Aceh,20000,0,0,2022-11-18 22:36:51
Es Krim,10000,0,0,2024-09-12 17:26:31
Ketoprak,15000,0,0,2024-02-24 17:07:05
Nasi Uduk,15000,0,0,2023-02-05 19:41:31
Sayur Asem,15000,0,0,2023-09-11 05:20:34
Jus Pepaya,15000,0,0,2023-08-28 14:10:31
Pecel,15000,0,0,2023-08-08 16:39:46
Es Susu Vanilla,8000,0,0,2023-07-15 04:37:30
Es Kolang Kaling,8000,0,0,2023-12-27 16:33:37
Bubur Ayam,15000,0,0,2023-09-24 12:47:38
MRT,15000,1,0,2024-06-20 21:22:24
Serabi,10000,0,0,2024-08-11 20:59:27
Lontong Sayur,15000,0,0,2023-02-22 00:05:23
Es Kopyor,15000,0,0,2024-03-09 17:21:05
Angkot,5000,1,0,2022-08-02 12:37:11
Sop Kaki Kambing,35000,0,0,2023-10-23 18:53:43
Es Pala,8000,0,0,2022-11-03 16:33:29
Jus Jambu,15000,0,0,2024-07-05 09:59:17
Nasi Goreng Kambing,25000,0,0,2024-09-11 08:49:51
Ikan Asin,10000,0,0,2023-03-10 07:20:49
Soda Jeruk,10000,0,0,2023-11-01 20:00:14
Asinan Betawi,15000,0,0,2024-03-13 07:48:05
Serabi,10000,0,0,2023-01-14 02:19:50
Teh Oolong,8000,0,0,2024-03-22 19:08:38
Nasi Uduk,15000,0,0,2024-03-08 12:09:32
Jus Stroberi,15000,0,0,2023-05-03 01:00:48
Es Pepaya,10000,0,0,2023-04-12 09:27:29
Teh Hitam,7000,0,0,2024-03-14 07:34:13
Kopi Toraja,15000,0,0,2022-08-18 23:29:36
Mie Tek-Tek,15000,0,0,2022-11-10 03:44:54
Ojek,15000,1,0,2023-07-10 09:28:32
Lontong Sayur,15000,0,0,2024-01-29 12:24:22
Jus Alpukat,15000,0,0,2023-03-27 02:47:55
Nasi Uduk,15000,0,0,2022-11-08 10:57:05
Soda Apel,10000,0,0,2022-09-15 16:26:04
Es Mangga,8000,0,0,2022-12-07 23:24:55
Taksi,50000,1,0,2024-02-20 13:50:39
Air Lemon,7000,0,0,2023-04-26 13:06:14
Nasi Lemak,20000,0,0,2024-04-04 01:18:09
Ketoprak,15000,0,0,2022-08-23 19:33:59
Mie Tek-Tek,15000,0,0,2023-08-05 18:43:29
Es Susu Vanilla,8000,0,0,2023-03-16 23:14:55
Kerak Telor,20000,0,0,2024-03-10 10:40:02
LRT,15000,1,0,2024-03-22 09:26:59
Es Doger,12000,0,0,2022-12-14 19:25:05
Air Jeruk Nipis,7000,0,0,2024-08-13 13:06:29
Sop Kambing,30000,0,0,2024-07-29 20:22:45
Es Mangga,8000,0,0,2024-07-16 02:29:48
Jus Jeruk,8000,0,0,2024-07-21 08:23:43
Bandrek,8000,0,0,2023-05-12 01:45:29
Tahu Sumedang,10000,0,0,2023-01-07 14:06:50
Es Jeruk Bali,10000,0,0,2023-05-02 09:53:24
Nasi Timbel,20000,0,0,2023-12-03 22:25:40
Es Leci,10000,0,0,2023-01-28 07:21:50
Kwetiau Goreng,20000,0,0,2022-10-16 12:12:51
Kopi Tubruk,10000,0,0,2023-10-15 01:00:29
Teh Putih,9000,0,0,2022-09-28 14:03:07
Beli Obat,100000,3,0,2023-10-03 23:13:16
Es Kolang Kaling,8000,0,0,2023-10-08 00:50:09
Becak,10000,1,0,2022-11-19 06:40:08
Bebek Goreng,30000,0,0,2023-02-18 10:55:10
Teh Manis,5000,0,0,2023-02-14 08:55:53
Jus Melon,15000,0,0,2023-11-23 13:05:26
Ayam Taliwang,30000,0,0,2023-04-25 07:23:58
Es Selasih,10000,0,0,2024-02-22 02:38:27
Jus Anggur,15000,0,0,2024-06-12 00:07:16
Serabi,10000,0,0,2022-09-26 16:28:59
Mie Goreng,18000,0,0,2023-03-13 09:52:16
Membeli Buku,100000,2,0,2024-04-17 18:26:31
Es Leci,10000,0,0,2023-12-05 15:18:01
Pecel Lele,20000,0,0,2024-05-05 17:52:32
Teh Putih,9000,0,0,2024-02-19 13:51:06
Kopi Susu,12000,0,0,2024-04-01 10:59:59
Teh Manis,5000,0,0,2024-01-08 15:48:06
Air Kelapa,10000,0,0,2022-10-30 00:24:30
Es Krim,10000,0,0,2023-05-17 17:03:28
Becak,10000,1,0,2022-10-19 10:23:53
Beli Obat,100000,3,0,2024-08-28 22:21:08
Teh Sereh,7000,0,0,2024-05-07 07:56:29
Sop Kaki Kambing,35000,0,0,2023-08-18 13:15:24
Jus Sirsak,15000,0,0,2023-08-11 05:55:19
Jus Wortel,8000,0,0,2024-07-18 08:31:27
Ikan Goreng,20000,0,0,2023-12-25 00:04:54
Soto Betawi,25000,0,0,2024-01-20 20:34:01
Soto Bandung,25000,0,0,2022-11-15 17:33:32
Rujak Cingur,20000,0,0,2023-08-16 16:43:09
Rujak Manis,15000,0,0,2023-06-09 04:27:14
Es Cendol,7000,0,0,2023-10-27 16:58:15
